,Centre_of_Interval,Mean_Correlation
176,1992-10-12,0.13656049417914834
177,1992-10-13,0.12955131495305958
178,1992-10-14,0.11790673770137403
179,1992-10-15,0.1176244535096955
180,1992-10-16,0.11979776310531276
181,1992-10-19,0.12116135166996408
182,1992-10-20,0.12399537833339801
183,1992-10-21,0.11493551477488011
184,1992-10-22,0.117449426649336
185,1992-10-23,0.11754970531273184
186,1992-10-26,0.11179279327823925
187,1992-10-27,0.11209951133616877
188,1992-10-28,0.1133297270825443
189,1992-10-29,0.11194288108082598
190,1992-10-30,0.10976853341688722
191,1992-11-02,0.09315869166850481
192,1992-11-03,0.0831603928193107
193,1992-11-04,0.08377295615428859
194,1992-11-05,0.0814624384989274
195,1992-11-06,0.08145766819731544
196,1992-11-09,0.07164668488283778
197,1992-11-10,0.06904644330646391
198,1992-11-11,0.06892978161215745
199,1992-11-12,0.06980360395183517
200,1992-11-13,0.07052516201317405
201,1992-11-16,0.07028953872744878
202,1992-11-17,0.06803784372099396
203,1992-11-18,0.07316233228142112
204,1992-11-19,0.07372596875495711
205,1992-11-20,0.07320142700510351
206,1992-11-23,0.07355526533191215
207,1992-11-24,0.07151392044236236
208,1992-11-25,0.0717821710720974
209,1992-11-27,0.07018261122400943
210,1992-11-30,0.06984128095155734
211,1992-12-01,0.0687799627725442
212,1992-12-02,0.06459460394484423
213,1992-12-03,0.06262711368546059
214,1992-12-04,0.059619056253988084
215,1992-12-07,0.06688763641045012
216,1992-12-08,0.06996027657655865
217,1992-12-09,0.07065732465294178
218,1992-12-10,0.07176797184437353
219,1992-12-11,0.06912934504255944
220,1992-12-14,0.07099130293829888
221,1992-12-15,0.07102492070179463
222,1992-12-16,0.06841041952958325
223,1992-12-17,0.0664765348065409
224,1992-12-18,0.06378609716588335
225,1992-12-21,0.06376836087275438
226,1992-12-22,0.05973796423990853
227,1992-12-23,0.061274104971516224
228,1992-12-24,0.05888929029728608
229,1992-12-28,0.06196100187289166
230,1992-12-29,0.060526722186698384
231,1992-12-30,0.05930991515445222
232,1992-12-31,0.0657746764955214
233,1993-01-04,0.06576816371650872
234,1993-01-05,0.0754056804509903
235,1993-01-06,0.07829930239384224
236,1993-01-07,0.07825239109993165
237,1993-01-08,0.0783468178866289
238,1993-01-11,0.08178748284561521
239,1993-01-12,0.07996129712161529
240,1993-01-13,0.07960464087475816
241,1993-01-14,0.0822443443137458
242,1993-01-15,0.130399682624274
243,1993-01-18,0.12988926497606146
244,1993-01-19,0.12383526428120202
245,1993-01-20,0.11825926867476078
246,1993-01-21,0.11514707225466189
247,1993-01-22,0.11249149935977636
248,1993-01-25,0.12098272650529243
249,1993-01-26,0.12036468646197823
250,1993-01-27,0.11977500282379976
251,1993-01-28,0.11964877137064449
252,1993-01-29,0.12548522309548885
253,1993-02-01,0.12741340121309316
254,1993-02-02,0.1283077726058486
255,1993-02-03,0.12767652600730464
256,1993-02-04,0.13773279351063317
257,1993-02-05,0.13337046829596536
258,1993-02-08,0.13057716362104776
259,1993-02-09,0.1311832977982457
260,1993-02-10,0.13634251373942213
261,1993-02-11,0.1352707822084916
262,1993-02-12,0.13498373041731893
263,1993-02-16,0.13871748823427965
264,1993-02-17,0.14101032702080546
265,1993-02-18,0.141911091377856
266,1993-02-19,0.1439159920817972
267,1993-02-22,0.14419117867858244
268,1993-02-23,0.14381495559127302
269,1993-02-24,0.14389914128317463
270,1993-02-25,0.14568625209969638
271,1993-02-26,0.14370609657050298
272,1993-03-01,0.142807539676388
273,1993-03-02,0.1434959754966237
274,1993-03-03,0.14070479566466282
275,1993-03-04,0.16038236505966982
276,1993-03-05,0.15228343002630954
277,1993-03-08,0.14953944536694946
278,1993-03-09,0.1494368317869066
279,1993-03-10,0.1490051040036427
280,1993-03-11,0.15474327402547738
281,1993-03-12,0.1552362275418862
282,1993-03-15,0.15335990098712113
283,1993-03-16,0.15029406999481654
284,1993-03-17,0.11135304043039469
285,1993-03-18,0.11174866269327204
286,1993-03-19,0.11416380573233481
287,1993-03-22,0.11188802116426394
288,1993-03-23,0.11728098349998152
289,1993-03-24,0.12182439894843364
290,1993-03-25,0.12002066725991835
291,1993-03-26,0.12163063472689395
292,1993-03-29,0.12094552352552027
293,1993-03-30,0.12183317349773172
294,1993-03-31,0.11496104750094008
295,1993-04-01,0.11381571427546178
296,1993-04-02,0.11717638324571626
297,1993-04-05,0.11782394078980984
298,1993-04-06,0.1040224914417102
299,1993-04-07,0.10463325235162767
300,1993-04-08,0.10411604300360955
301,1993-04-12,0.10446921487350631
302,1993-04-13,0.10045827367598713
303,1993-04-14,0.10899495363412151
304,1993-04-15,0.10915444109007472
305,1993-04-16,0.10587913463817143
306,1993-04-19,0.10109494377803521
307,1993-04-20,0.11248510820869813
308,1993-04-21,0.11267687179606077
309,1993-04-22,0.11476421880830824
310,1993-04-23,0.11552794509608257
311,1993-04-26,0.1129919963567998
312,1993-04-27,0.11733590204904283
313,1993-04-28,0.11620472463443082
314,1993-04-29,0.11836178509941639
315,1993-04-30,0.12143302201212285
316,1993-05-03,0.1210429960467101
317,1993-05-04,0.09982281412954017
318,1993-05-05,0.10419173466419247
319,1993-05-06,0.10501390662590941
320,1993-05-07,0.11023040836307255
321,1993-05-10,0.11079501261639164
322,1993-05-11,0.10212505448756337
323,1993-05-12,0.10054046720322495
324,1993-05-13,0.10117928640751972
325,1993-05-14,0.10197837837152364
326,1993-05-17,0.10329607490288283
327,1993-05-18,0.10254769143632093
328,1993-05-19,0.10664725644139947
329,1993-05-20,0.10933188890229813
330,1993-05-21,0.10731948582732397
331,1993-05-24,0.10469829754316479
332,1993-05-25,0.09797548417222042
333,1993-05-26,0.09563953337801157
334,1993-05-27,0.10342111257315025
335,1993-05-28,0.10338656244833844
336,1993-06-01,0.10224262708522966
337,1993-06-02,0.09972368996700463
338,1993-06-03,0.09897733613688878
339,1993-06-04,0.102110070703172
340,1993-06-07,0.10152226134778454
341,1993-06-08,0.1071273499933756
342,1993-06-09,0.10687926412906373
343,1993-06-10,0.10680587478167555
344,1993-06-11,0.10679415710429985
345,1993-06-14,0.09659189781947364
346,1993-06-15,0.09556990525607356
347,1993-06-16,0.09981629617484361
348,1993-06-17,0.10102892143047516
349,1993-06-18,0.0864987089646008
350,1993-06-21,0.08426670575330598
351,1993-06-22,0.08430156806245073
352,1993-06-23,0.08532617160886981
353,1993-06-24,0.08569340416058326
354,1993-06-25,0.07779456005446249
355,1993-06-28,0.07732376673596482
356,1993-06-29,0.07826379384994485
357,1993-06-30,0.07392925510389323
358,1993-07-01,0.0749540025713413
359,1993-07-02,0.0751993244263685
360,1993-07-06,0.07126881078855246
361,1993-07-07,0.06886458902764755
362,1993-07-08,0.06329849698004168
363,1993-07-09,0.06495447742806254
364,1993-07-12,0.06399619839190712
365,1993-07-13,0.06446653267465484
366,1993-07-14,0.0664079761127009
367,1993-07-15,0.06646178313366469
368,1993-07-16,0.06781198666618604
369,1993-07-19,0.06815719600973663
370,1993-07-20,0.06194068044097796
371,1993-07-21,0.06136160389969533
372,1993-07-22,0.062252318117556146
373,1993-07-23,0.06197865642946946
374,1993-07-26,0.06483582961395368
375,1993-07-27,0.06510488645648967
376,1993-07-28,0.0570505902927993
377,1993-07-29,0.05891440035112591
378,1993-07-30,0.060429054601919135
379,1993-08-02,0.06170189476253467
380,1993-08-03,0.05644032345227608
381,1993-08-04,0.05245552772369594
382,1993-08-05,0.05278322174861557
383,1993-08-06,0.05467735177463273
384,1993-08-09,0.060546716531548674
385,1993-08-10,0.060634597844199244
386,1993-08-11,0.06847757845302152
387,1993-08-12,0.06783576764217678
388,1993-08-13,0.0722648404575695
389,1993-08-16,0.06779768872712377
390,1993-08-17,0.06712182605288768
391,1993-08-18,0.06820938922837591
392,1993-08-19,0.0722481149435302
393,1993-08-20,0.0752772315740978
394,1993-08-23,0.07707532126658988
395,1993-08-24,0.0761234263604203
396,1993-08-25,0.07586955759851687
397,1993-08-26,0.07923883499692853
398,1993-08-27,0.07691948310805845
399,1993-08-30,0.07581000316245413
400,1993-08-31,0.07480494434392468
401,1993-09-01,0.07481154770845357
402,1993-09-02,0.07496468182170048
403,1993-09-03,0.07538491365609264
404,1993-09-07,0.07524706422115338
405,1993-09-08,0.07557327589145554
406,1993-09-09,0.0754087985796881
407,1993-09-10,0.07491640267158793
408,1993-09-13,0.0729909759997467
409,1993-09-14,0.0712139284229464
410,1993-09-15,0.06978052768925819
411,1993-09-16,0.07153298329082623
412,1993-09-17,0.06991650795233033
413,1993-09-20,0.07516123154702736
414,1993-09-21,0.07528989015301243
415,1993-09-22,0.07412917350553662
416,1993-09-23,0.0678514042247704
417,1993-09-24,0.06770334733271674
418,1993-09-27,0.06749924512393538
419,1993-09-28,0.06723471003826476
420,1993-09-29,0.06860021947532949
421,1993-09-30,0.06640335932793184
422,1993-10-01,0.06663056578200005
423,1993-10-04,0.06638612222148814
424,1993-10-05,0.08642064177313537
425,1993-10-06,0.09310471427566228
426,1993-10-07,0.08911458190161581
427,1993-10-08,0.08972189216531089
428,1993-10-11,0.08372206495054656
429,1993-10-12,0.08640172905277496
430,1993-10-13,0.08461681051892425
431,1993-10-14,0.08554839021721021
432,1993-10-15,0.08650035604797186
433,1993-10-18,0.08574906137556335
434,1993-10-19,0.0860360061165418
435,1993-10-20,0.08328690327476838
436,1993-10-21,0.07926918250139982
437,1993-10-22,0.08548626321718782
438,1993-10-25,0.08648815241518391
439,1993-10-26,0.08507738705158746
440,1993-10-27,0.0859774176574722
441,1993-10-28,0.08621818418016033
442,1993-10-29,0.08575449864441086
443,1993-11-01,0.08558675965836525
444,1993-11-02,0.08584251759794839
445,1993-11-03,0.08671237917853063
446,1993-11-04,0.08712310350123757
447,1993-11-05,0.08634508055104495
448,1993-11-08,0.0863167321898938
449,1993-11-09,0.08717317907208062
450,1993-11-10,0.08790085001398194
451,1993-11-11,0.08920107396038335
452,1993-11-12,0.08968739419703424
453,1993-11-15,0.08623858603307152
454,1993-11-16,0.0882477941733705
455,1993-11-17,0.08946329234743648
456,1993-11-18,0.08957442179703926
457,1993-11-19,0.09248382504782382
458,1993-11-22,0.09358735210011047
459,1993-11-23,0.093997895246087
460,1993-11-24,0.09713303042531522
461,1993-11-26,0.09796845277999083
462,1993-11-29,0.09632332661864411
463,1993-11-30,0.09776651658179228
464,1993-12-01,0.09769455459757057
465,1993-12-02,0.1008176998076773
466,1993-12-03,0.0795866656774525
467,1993-12-06,0.06376846864216534
468,1993-12-07,0.06390949796444485
469,1993-12-08,0.06400160375707055
470,1993-12-09,0.07034545651081442
471,1993-12-10,0.06874813923177002
472,1993-12-13,0.06898735728408739
473,1993-12-14,0.0695565864799739
474,1993-12-15,0.06903110451591257
475,1993-12-16,0.0693076992845284
476,1993-12-17,0.06556312964233717
477,1993-12-20,0.06291746795371293
478,1993-12-21,0.06189086723384643
479,1993-12-22,0.051353341863733665
480,1993-12-23,0.05372391255822262
481,1993-12-27,0.05122654793144994
482,1993-12-28,0.051049831811022205
483,1993-12-29,0.055406997016729145
484,1993-12-30,0.05771239664514037
485,1993-12-31,0.0590212424673092
486,1994-01-03,0.05961699099171274
487,1994-01-04,0.06069332977629322
488,1994-01-05,0.061953785041187925
489,1994-01-06,0.10469925410478886
490,1994-01-07,0.1035630710081292
491,1994-01-10,0.10100294926335948
492,1994-01-11,0.10180628013655396
493,1994-01-12,0.10455197154411859
494,1994-01-13,0.10292820484585596
495,1994-01-14,0.10370663705039262
496,1994-01-17,0.10523158802861965
497,1994-01-18,0.09987914045144192
498,1994-01-19,0.10174403378363021
499,1994-01-20,0.10213085570930401
500,1994-01-21,0.10576403383407752
501,1994-01-24,0.10605862355553439
502,1994-01-25,0.11551982738119389
503,1994-01-26,0.1139988989938747
504,1994-01-27,0.11429792647247346
505,1994-01-28,0.1145318185100393
506,1994-01-31,0.11423793491494355
507,1994-02-01,0.11236904739229067
508,1994-02-02,0.11430493466649959
509,1994-02-03,0.11722108555410687
510,1994-02-04,0.1179218226293513
511,1994-02-07,0.1174598077060023
512,1994-02-08,0.11414235531381618
513,1994-02-09,0.11574828989367346
514,1994-02-10,0.1158502021159723
515,1994-02-11,0.11480801781098138
516,1994-02-14,0.11538104759281041
517,1994-02-15,0.11559073573496333
518,1994-02-16,0.11564593564373137
519,1994-02-17,0.1194839447883416
520,1994-02-18,0.11884190168142535
521,1994-02-22,0.1191324875761465
522,1994-02-23,0.12669084403840455
523,1994-02-24,0.12898551898840885
524,1994-02-25,0.1296868284204238
525,1994-02-28,0.14662008477005312
526,1994-03-01,0.1586519559650768
527,1994-03-02,0.15336665941273725
528,1994-03-03,0.16392421366824517
529,1994-03-04,0.1974899048846174
530,1994-03-07,0.19761225199687407
531,1994-03-08,0.17419713895136524
532,1994-03-09,0.17899445075503528
533,1994-03-10,0.18024285198101228
534,1994-03-11,0.17799113292380667
535,1994-03-14,0.1776770693714588
536,1994-03-15,0.1763797262289514
537,1994-03-16,0.17447884383996903
538,1994-03-17,0.17465973433468798
539,1994-03-18,0.17358365585201874
540,1994-03-21,0.1677503922784868
541,1994-03-22,0.1784674531123147
542,1994-03-23,0.17132852399721546
543,1994-03-24,0.18030026003915717
544,1994-03-25,0.17263374371558865
545,1994-03-28,0.1716533748978562
546,1994-03-29,0.17180874922087444
547,1994-03-30,0.1705977395042523
548,1994-03-31,0.17063114346460262
549,1994-04-04,0.17022588164577393
550,1994-04-05,0.16912821785874269
551,1994-04-06,0.17141787889714435
552,1994-04-07,0.17774455010982224
553,1994-04-08,0.1783163026388434
554,1994-04-11,0.17994108117690322
555,1994-04-12,0.17843068163980907
556,1994-04-13,0.1771038762098418
557,1994-04-14,0.17602689864127039
558,1994-04-15,0.17784709203277319
559,1994-04-18,0.1856599813539964
560,1994-04-19,0.1872744658342844
561,1994-04-20,0.18609426978897808
562,1994-04-21,0.18640493326391464
563,1994-04-22,0.18737071756772908
564,1994-04-25,0.1831512015673768
565,1994-04-26,0.18164927006601955
566,1994-04-28,0.18178555405487237
567,1994-04-29,0.16609365868228465
568,1994-05-02,0.1509143815080628
569,1994-05-03,0.15248396842376913
570,1994-05-04,0.14162436492635289
571,1994-05-05,0.11473320568919407
572,1994-05-06,0.1149575683863913
573,1994-05-09,0.11439744172991362
574,1994-05-10,0.10991993611164408
575,1994-05-11,0.11030915556882825
576,1994-05-12,0.10889429835371889
577,1994-05-13,0.1089151378106168
578,1994-05-16,0.11044094714457244
579,1994-05-17,0.11056578185787964
580,1994-05-18,0.10914287352141731
581,1994-05-19,0.1172349408379951
582,1994-05-20,0.12539656011664232
583,1994-05-23,0.11498457874259614
584,1994-05-24,0.12259357341520331
585,1994-05-25,0.1266170254164264
586,1994-05-26,0.13109834096695944
587,1994-05-27,0.12898676012644789
588,1994-05-31,0.1285350245247472
589,1994-06-01,0.12949921574941584
590,1994-06-02,0.1323907772555564
591,1994-06-03,0.1329552754773922
592,1994-06-06,0.13341997446927079
593,1994-06-07,0.12663399929980335
594,1994-06-08,0.11544421714474114
595,1994-06-09,0.11689305809167444
596,1994-06-10,0.10942389066797639
597,1994-06-13,0.10899016162162224
598,1994-06-14,0.11635278128762261
599,1994-06-15,0.11650469336688177
600,1994-06-16,0.11229718282745024
601,1994-06-17,0.10264058932077813
602,1994-06-20,0.10416862420691662
603,1994-06-21,0.10220465315793259
604,1994-06-22,0.10058331341750448
605,1994-06-23,0.10039997556313779
606,1994-06-24,0.09980415412388753
607,1994-06-27,0.10068914814213514
608,1994-06-28,0.10076428856549931
609,1994-06-29,0.10960851666410008
610,1994-06-30,0.1122398479837456
611,1994-07-01,0.1119203185182697
612,1994-07-05,0.10953065337434909
613,1994-07-06,0.10987444844386055
614,1994-07-07,0.11169638707029439
615,1994-07-08,0.11114543952730431
616,1994-07-11,0.11205762735623383
617,1994-07-12,0.11359656072947553
618,1994-07-13,0.11511676903015983
619,1994-07-14,0.1139589497479879
620,1994-07-15,0.11337340035671603
621,1994-07-18,0.11866243559267975
622,1994-07-19,0.11398260189643791
623,1994-07-20,0.10676039412372071
624,1994-07-21,0.09989488642459222
625,1994-07-22,0.10003505203159271
626,1994-07-25,0.09302633081564372
627,1994-07-26,0.07500360381517011
628,1994-07-27,0.07207290339929699
629,1994-07-28,0.08105903205070002
630,1994-07-29,0.0809104650492212
631,1994-08-01,0.07748483557852391
632,1994-08-02,0.07666673657186152
633,1994-08-03,0.08137329637240828
634,1994-08-04,0.0843956986552649
635,1994-08-05,0.08497293091236628
636,1994-08-08,0.08507307288027785
637,1994-08-09,0.08461498339576588
638,1994-08-10,0.09802260458079202
639,1994-08-11,0.10092822218206475
640,1994-08-12,0.09326352531966894
641,1994-08-15,0.09345937754890414
642,1994-08-16,0.10213998114469731
643,1994-08-17,0.10601230192858915
644,1994-08-18,0.10063799439716926
645,1994-08-19,0.12474753475104071
646,1994-08-22,0.1295071011302624
647,1994-08-23,0.1290154905620941
648,1994-08-24,0.13136952244098263
649,1994-08-25,0.1309137623264932
650,1994-08-26,0.13020965514649782
651,1994-08-29,0.12503807709967912
652,1994-08-30,0.12203380962777607
653,1994-08-31,0.123135612890351
654,1994-09-01,0.12381384031496051
655,1994-09-02,0.14571616766139595
656,1994-09-06,0.14453248734131502
657,1994-09-07,0.14335851702597852
658,1994-09-08,0.14662562056008374
659,1994-09-09,0.15069843533562224
660,1994-09-12,0.16435667732717235
661,1994-09-13,0.16083508503575367
662,1994-09-14,0.16177616438784434
663,1994-09-15,0.15824599166914066
664,1994-09-16,0.15890033044831103
665,1994-09-19,0.15677333276299552
666,1994-09-20,0.1565965869372841
667,1994-09-21,0.15769603993465972
668,1994-09-22,0.15800219925673106
669,1994-09-23,0.15933015193949077
670,1994-09-26,0.1589798872625104
671,1994-09-27,0.14656437465887268
672,1994-09-28,0.1493331260155365
673,1994-09-29,0.16742613447901067
674,1994-09-30,0.16773195358100224
675,1994-10-03,0.16871141326036546
676,1994-10-04,0.16736755530447295
677,1994-10-05,0.1681298974876796
678,1994-10-06,0.17550726420349913
679,1994-10-07,0.17385034544698005
680,1994-10-10,0.1679992032203692
681,1994-10-11,0.16593323152834302
682,1994-10-12,0.16749416617640658
683,1994-10-13,0.16991576595244567
684,1994-10-14,0.16566967961648932
685,1994-10-17,0.16347959287612965
686,1994-10-18,0.16451496393826145
687,1994-10-19,0.14987377864721116
688,1994-10-20,0.1491185488543525
689,1994-10-21,0.15312232953599408
690,1994-10-24,0.17221941982123531
691,1994-10-25,0.1664303175354057
692,1994-10-26,0.17175129234132133
693,1994-10-27,0.16823896579844075
694,1994-10-28,0.1691754046832219
695,1994-10-31,0.16726049734089113
696,1994-11-01,0.17246061338007695
697,1994-11-02,0.158817177187212
698,1994-11-03,0.15824578312867404
699,1994-11-04,0.15827072758321842
700,1994-11-07,0.15680945029303922
701,1994-11-08,0.1643874320852484
702,1994-11-09,0.14566430368395664
703,1994-11-10,0.1481098476052161
704,1994-11-11,0.14597042120267836
705,1994-11-14,0.15745154752940238
706,1994-11-15,0.1577371003048991
707,1994-11-16,0.15709495637062265
708,1994-11-17,0.15538662266053965
709,1994-11-18,0.15410291367251774
710,1994-11-21,0.15370471114179007
711,1994-11-22,0.149377788415459
712,1994-11-23,0.15050648197180425
713,1994-11-25,0.15280965346163944
714,1994-11-28,0.15074691999237066
715,1994-11-29,0.13181579720831016
716,1994-11-30,0.13231473874653496
717,1994-12-01,0.12863271500189494
718,1994-12-02,0.12949394014295773
719,1994-12-05,0.12737076706191763
720,1994-12-06,0.11961324150513411
721,1994-12-07,0.11886867908864171
722,1994-12-08,0.11634620100974392
723,1994-12-09,0.11676463599528944
724,1994-12-12,0.11533166367055887
725,1994-12-13,0.11604601359630945
726,1994-12-14,0.11842425286813271
727,1994-12-15,0.11932560787664713
728,1994-12-16,0.11907392841556523
729,1994-12-19,0.11808322014469394
730,1994-12-20,0.1186594856477473
731,1994-12-21,0.11490317939633964
732,1994-12-22,0.08880982051241673
733,1994-12-23,0.09167259293621685
734,1994-12-27,0.08829711726947996
735,1994-12-28,0.08884862237587463
736,1994-12-29,0.09003697861155244
737,1994-12-30,0.0896053652700577
738,1995-01-03,0.07934821604214917
739,1995-01-04,0.07807605483661115
740,1995-01-05,0.09232294214275953
741,1995-01-06,0.0946218388083246
742,1995-01-09,0.0911973099080085
743,1995-01-10,0.06699341720654607
744,1995-01-11,0.06725676911262848
745,1995-01-12,0.06699203566032039
746,1995-01-13,0.06750659793071401
747,1995-01-16,0.05853157438780881
748,1995-01-17,0.06098651399327489
749,1995-01-18,0.062151393098873915
750,1995-01-19,0.06518287967198486
751,1995-01-20,0.06568717777118299
752,1995-01-23,0.06612030589309043
753,1995-01-24,0.0670503286553899
754,1995-01-25,0.06702148239933912
755,1995-01-26,0.07502106133743344
756,1995-01-27,0.07600829625139716
757,1995-01-30,0.07773551517128414
758,1995-01-31,0.07829116897758105
759,1995-02-01,0.07753686177058201
760,1995-02-02,0.07746907505245532
761,1995-02-03,0.08742258089771973
762,1995-02-06,0.08804916537534309
763,1995-02-07,0.08809186946787986
764,1995-02-08,0.09898646237123986
765,1995-02-09,0.09885491179374056
766,1995-02-10,0.10008003996635809
767,1995-02-13,0.10011808822526101
768,1995-02-14,0.09701484438141
769,1995-02-15,0.09655140236283011
770,1995-02-16,0.09689738248697416
771,1995-02-17,0.09526448952334803
772,1995-02-21,0.09182329944136576
773,1995-02-22,0.09206377657436696
774,1995-02-23,0.09800058831503862
